customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3041-5051,Female,0,No,No,52,No,No,One year,Yes,Mailed check,65.41,3401.32,No
2862-1416,Female,1,No,Yes,54,No,Fiber optic,Two year,Yes,Bank transfer,38.76,2093.04,Yes
3798-4863,Male,0,Yes,Yes,67,No,DSL,Month-to-month,Yes,Bank transfer,59.46,3983.82,No
2338-4976,Female,0,No,Yes,17,Yes,No,Two year,No,Credit card,37.07,630.19,No
8767-7305,Male,0,Yes,No,32,No,DSL,Month-to-month,No,Credit card,98.38,3148.16,No
9832-9179,Male,0,Yes,Yes,69,No,No,Two year,No,Credit card,109.18,7533.42,No
1586-7068,Female,0,Yes,Yes,58,No,DSL,One year,Yes,Electronic check,43.63,2530.54,Yes
2060-8157,Male,0,No,Yes,37,No,DSL,One year,No,Mailed check,62.36,2307.32,No
9376-4124,Male,0,No,No,30,No,No,Month-to-month,Yes,Electronic check,98.88,2966.4,Yes
4805-6771,Female,0,Yes,No,71,No,No,Month-to-month,No,Electronic check,46.87,3327.77,No
6222-5086,Female,0,Yes,No,31,Yes,DSL,Two year,No,Mailed check,86.1,2669.1,No
5874-5629,Female,1,Yes,No,1,No,No,Month-to-month,No,Credit card,56.75,56.75,No
6330-6872,Female,0,No,No,49,No,No,One year,Yes,Electronic check,43.29,2121.21,No
4095-1566,Male,0,No,No,36,Yes,DSL,One year,No,Bank transfer,29.88,1075.68,No
2630-1424,Female,0,No,No,13,No,DSL,Two year,No,Electronic check,110.23,1432.99,No
6491-1498,Female,1,No,No,14,Yes,Fiber optic,Month-to-month,No,Bank transfer,91.95,1287.3,Yes
9230-8636,Female,0,No,Yes,64,Yes,DSL,Month-to-month,No,Mailed check,61.14,3912.96,No
9623-4769,Male,0,Yes,Yes,70,Yes,DSL,Two year,Yes,Credit card,26.19,1833.3,No
9159-4562,Female,0,No,No,18,Yes,DSL,Month-to-month,No,Bank transfer,112.9,2032.2,Yes
8077-6477,Male,0,No,Yes,31,Yes,DSL,Two year,No,Mailed check,115.45,3578.95,Yes
2518-1613,Female,0,Yes,Yes,69,Yes,No,Month-to-month,Yes,Credit card,49.19,3394.11,No
5289-7924,Male,0,Yes,Yes,39,Yes,No,One year,Yes,Electronic check,63.88,2491.32,Yes
1337-5589,Male,1,No,No,25,Yes,DSL,One year,No,Electronic check,40.54,1013.5,Yes
1737-1340,Male,0,No,No,28,Yes,Fiber optic,One year,Yes,Electronic check,24.25,679,Yes
8458-5971,Female,1,Yes,Yes,2,No,DSL,Month-to-month,Yes,Mailed check,52.95,105.9,Yes
7189-2257,Male,0,No,Yes,17,Yes,No,One year,No,Credit card,32.79,557.43,Yes
4491-9798,Female,1,No,No,61,No,Fiber optic,Month-to-month,Yes,Credit card,65.54,3997.94,Yes
5143-6227,Male,0,No,Yes,6,No,No,One year,Yes,Electronic check,46.94,281.64,Yes
7598-6106,Female,1,Yes,No,29,No,DSL,Two year,Yes,Credit card,114.26,3313.54,No
6329-4906,Male,0,Yes,No,63,No,No,One year,Yes,Electronic check,95.19,5996.97,No
6180-5123,Female,0,Yes,No,36,No,No,Month-to-month,Yes,Mailed check,63.91,2300.76,No
6818-4231,Male,1,Yes,No,54,No,DSL,Month-to-month,Yes,Credit card,114.43,6179.22,Yes
5374-5627,Female,0,Yes,Yes,45,No,No,Two year,No,Bank transfer,94.06,4232.7,No
1634-8463,Male,1,No,No,60,Yes,No,Two year,Yes,Electronic check,94.7,5682,Yes
7013-9057,Male,0,No,Yes,40,No,DSL,Month-to-month,Yes,Bank transfer,59.45,2378,No
8100-3065,Male,0,Yes,Yes,40,No,Fiber optic,One year,Yes,Credit card,45.2,1808,Yes
8638-1225,Female,0,No,Yes,34,No,Fiber optic,Month-to-month,Yes,Electronic check,116.01,3944.34,Yes
5002-3205,Male,0,Yes,No,60,Yes,No,One year,No,Mailed check,97.01,5820.6,Yes
2656-8602,Female,1,No,No,33,Yes,DSL,Two year,Yes,Bank transfer,98.21,3240.93,No
4139-1969,Female,0,No,No,21,No,Fiber optic,Month-to-month,No,Electronic check,30.32,636.72,No
3043-3720,Male,1,No,Yes,18,Yes,DSL,One year,No,Credit card,99.93,1798.74,Yes
3532-6801,Female,0,Yes,No,8,Yes,DSL,One year,Yes,Credit card,46.54,372.32,No
4366-3022,Female,1,No,Yes,43,Yes,Fiber optic,Month-to-month,No,Electronic check,105.78,4548.54,Yes
5060-7586,Male,0,No,Yes,9,Yes,No,Month-to-month,Yes,Electronic check,57.16,514.44,Yes
8171-5003,Male,0,Yes,No,17,Yes,DSL,Two year,No,Bank transfer,36.07,613.19,No
6096-5425,Female,0,No,Yes,41,No,DSL,Month-to-month,No,Electronic check,114.41,4690.81,Yes
7041-1983,Male,1,Yes,No,43,No,DSL,One year,No,Mailed check,59.34,2551.62,Yes
9375-1916,Male,0,No,Yes,24,Yes,DSL,Month-to-month,No,Bank transfer,78.13,1875.12,No
8390-4470,Male,0,Yes,Yes,44,Yes,Fiber optic,One year,Yes,Credit card,90.18,3967.92,No
5480-7398,Female,0,No,Yes,46,Yes,Fiber optic,Two year,No,Credit card,67.89,3122.94,Yes
9372-3223,Female,0,Yes,No,55,No,DSL,Month-to-month,No,Electronic check,57.88,3183.4,Yes
6761-5755,Female,0,No,Yes,59,No,Fiber optic,Month-to-month,No,Credit card,78.18,4612.62,No
6803-4245,Female,0,Yes,Yes,16,Yes,Fiber optic,Month-to-month,No,Mailed check,104.25,1668,Yes
7506-3229,Female,0,Yes,No,8,Yes,DSL,Two year,No,Credit card,23.05,184.4,No
4786-5868,Female,0,No,No,26,Yes,No,One year,Yes,Mailed check,32.91,855.66,Yes
5335-7785,Male,0,No,Yes,59,No,DSL,Two year,Yes,Credit card,28.9,1705.1,No
2789-9077,Female,0,No,No,46,No,No,Two year,Yes,Mailed check,63.97,2942.62,No
4418-7457,Female,0,No,Yes,68,Yes,DSL,Month-to-month,No,Electronic check,35.82,2435.76,No
7380-6510,Male,1,No,Yes,60,No,Fiber optic,Two year,Yes,Bank transfer,115.89,6953.4,Yes
3225-3150,Female,0,Yes,Yes,71,No,DSL,Two year,Yes,Electronic check,114.55,8133.05,No
9034-8889,Male,0,No,No,44,No,DSL,Two year,Yes,Credit card,96.42,4242.48,No
8216-9520,Female,0,Yes,Yes,41,No,DSL,Month-to-month,No,Mailed check,91.68,3758.88,Yes
3705-2109,Male,1,Yes,Yes,45,Yes,DSL,Month-to-month,Yes,Credit card,20.14,906.3,Yes
2825-1431,Female,0,No,No,49,No,DSL,One year,Yes,Bank transfer,108.46,5314.54,No
4816-8652,Female,0,Yes,Yes,9,No,DSL,Month-to-month,No,Electronic check,66.68,600.12,Yes
3619-8436,Female,0,Yes,Yes,61,Yes,Fiber optic,Month-to-month,No,Bank transfer,25.06,1528.66,No
8824-2399,Female,0,Yes,No,70,Yes,DSL,Two year,Yes,Credit card,34.77,2433.9,Yes
4435-2235,Male,0,No,No,24,Yes,No,Two year,No,Credit card,95.7,2296.8,Yes
9614-9821,Female,1,No,Yes,59,No,Fiber optic,Two year,Yes,Mailed check,36.4,2147.6,Yes
1393-1771,Male,1,Yes,No,9,No,Fiber optic,Month-to-month,Yes,Bank transfer,31.93,287.37,Yes
2588-5975,Female,1,No,No,67,No,Fiber optic,One year,No,Electronic check,77.59,5198.53,No
8032-6556,Female,0,No,No,23,Yes,Fiber optic,One year,No,Credit card,32.54,748.42,Yes
5247-7575,Male,0,No,Yes,6,No,DSL,Two year,No,Bank transfer,109.5,657,No
7187-8358,Male,0,No,No,34,Yes,Fiber optic,Two year,Yes,Bank transfer,30.45,1035.3,No
2409-1894,Female,0,No,No,66,No,No,One year,No,Bank transfer,80.82,5334.12,No
6194-4549,Female,1,No,Yes,55,No,DSL,Two year,No,Mailed check,84.01,4620.55,No
9544-3412,Female,1,Yes,Yes,21,No,No,Month-to-month,Yes,Credit card,92.57,1943.97,Yes
6645-2118,Female,0,No,Yes,35,No,DSL,One year,Yes,Credit card,81.57,2854.95,No
9131-2930,Female,0,No,Yes,56,Yes,DSL,Month-to-month,Yes,Credit card,113.38,6349.28,No
9289-6716,Male,0,No,No,24,Yes,DSL,Month-to-month,Yes,Electronic check,74.15,1779.6,Yes
1013-6466,Male,0,Yes,Yes,40,Yes,Fiber optic,One year,No,Electronic check,20.68,827.2,No
4097-3048,Female,0,No,Yes,27,Yes,DSL,One year,Yes,Mailed check,100.54,2714.58,No
7182-2627,Female,1,No,No,57,Yes,No,One year,Yes,Credit card,24.31,1385.67,No
5648-4227,Female,0,Yes,No,5,Yes,Fiber optic,Two year,Yes,Credit card,117.2,586,No
5932-1101,Female,1,Yes,No,31,No,Fiber optic,Month-to-month,Yes,Bank transfer,107.42,3330.02,No
9012-9288,Female,0,No,No,55,Yes,No,Month-to-month,No,Credit card,50.15,2758.25,Yes
3638-3234,Female,0,Yes,No,14,No,DSL,One year,Yes,Bank transfer,87.23,1221.22,No
1110-5742,Male,0,Yes,Yes,41,Yes,DSL,One year,Yes,Mailed check,104.39,4279.99,Yes
7223-7399,Female,0,No,No,59,No,DSL,One year,No,Electronic check,91.94,5424.46,No
7071-8211,Male,0,No,No,71,Yes,No,Month-to-month,Yes,Credit card,87.19,6190.49,No
7456-1767,Female,1,No,No,48,No,No,One year,No,Credit card,104.41,5011.68,No
5710-9802,Female,0,Yes,No,18,No,Fiber optic,One year,No,Mailed check,26.92,484.56,No
6927-1665,Female,0,No,Yes,60,No,Fiber optic,Two year,No,Mailed check,36.33,2179.8,No
6001-7797,Female,0,No,Yes,68,No,No,One year,Yes,Electronic check,57.23,3891.64,No
4916-4961,Female,0,Yes,Yes,21,Yes,Fiber optic,Month-to-month,Yes,Mailed check,28.72,603.12,No
6621-9569,Male,0,Yes,Yes,66,No,No,Month-to-month,No,Bank transfer,44.66,2947.56,No
7751-8495,Female,0,No,Yes,38,No,DSL,Two year,No,Electronic check,53.67,2039.46,No
4957-6376,Female,0,No,Yes,41,Yes,Fiber optic,Two year,Yes,Credit card,89.84,3683.44,Yes
9747-3307,Female,1,No,No,32,Yes,No,Two year,No,Credit card,85.1,2723.2,Yes
3754-4210,Female,1,Yes,Yes,15,No,DSL,One year,No,Bank transfer,82.11,1231.65,No
1796-2482,Female,0,Yes,No,68,No,DSL,One year,No,Mailed check,62.54,4252.72,No
8441-3602,Male,0,No,Yes,8,No,No,Two year,Yes,Electronic check,38.41,307.28,No
5434-7833,Male,0,Yes,No,10,Yes,No,One year,No,Credit card,36.81,368.1,No
6780-1597,Male,0,Yes,Yes,51,No,Fiber optic,One year,Yes,Mailed check,78.96,4026.96,No
9102-6142,Male,0,Yes,Yes,50,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,21.42,1071,Yes
8993-5587,Female,0,Yes,No,21,Yes,DSL,One year,No,Mailed check,93.8,1969.8,No
5952-4313,Female,0,Yes,Yes,24,Yes,No,Two year,No,Electronic check,33.69,808.56,No
4957-3117,Male,0,Yes,No,62,Yes,No,Two year,Yes,Mailed check,86.41,5357.42,No
6848-8795,Female,1,Yes,No,56,No,Fiber optic,One year,No,Credit card,26.36,1476.16,Yes
2732-6563,Male,0,No,No,72,Yes,Fiber optic,One year,Yes,Mailed check,109.1,7855.2,No
2609-4402,Male,0,Yes,No,23,No,No,Month-to-month,Yes,Electronic check,53.88,1239.24,No
8752-4095,Female,0,Yes,Yes,56,Yes,Fiber optic,Two year,No,Mailed check,107.38,6013.28,No
4971-6941,Male,0,Yes,Yes,29,No,DSL,Two year,Yes,Mailed check,116.67,3383.43,No
7415-6328,Female,1,Yes,No,24,Yes,No,Month-to-month,No,Mailed check,116.34,2792.16,Yes
3627-7855,Male,0,Yes,No,33,Yes,Fiber optic,One year,Yes,Credit card,46.17,1523.61,Yes
7520-9195,Male,0,Yes,Yes,1,Yes,Fiber optic,Two year,Yes,Mailed check,110.15,110.15,No
4576-4086,Male,0,Yes,No,66,Yes,No,Two year,No,Bank transfer,85.53,5644.98,Yes
9429-7948,Female,0,Yes,Yes,6,Yes,DSL,Two year,No,Mailed check,82.15,492.9,Yes
8577-1455,Female,1,No,No,52,No,No,One year,Yes,Credit card,36.24,1884.48,No
7768-9656,Male,0,No,No,28,Yes,DSL,Two year,No,Credit card,54.66,1530.48,No
2113-9432,Female,0,No,No,53,Yes,Fiber optic,Month-to-month,No,Bank transfer,68.52,3631.56,Yes
1684-4746,Female,0,No,No,50,No,No,Two year,No,Credit card,52.07,2603.5,No
4014-3095,Male,1,No,Yes,24,No,No,One year,No,Mailed check,28.65,687.6,No
8940-7496,Female,0,No,No,46,No,No,Two year,No,Mailed check,64.41,2962.86,Yes
1757-9931,Female,0,No,Yes,37,Yes,Fiber optic,One year,Yes,Electronic check,38.12,1410.44,No
4116-3503,Male,0,No,Yes,23,Yes,DSL,Month-to-month,Yes,Bank transfer,82.56,1898.88,Yes
6380-4246,Male,0,Yes,Yes,40,No,DSL,Two year,No,Electronic check,65.16,2606.4,No
3553-6090,Male,1,Yes,No,64,No,Fiber optic,Two year,Yes,Electronic check,113.19,7244.16,No
6067-4446,Female,1,No,No,49,No,No,Two year,Yes,Credit card,111.07,5442.43,No
8810-4020,Female,0,No,Yes,68,No,Fiber optic,Two year,Yes,Bank transfer,97.14,6605.52,No
7764-9852,Female,1,Yes,Yes,19,No,Fiber optic,Two year,Yes,Credit card,44.01,836.19,No
8052-7818,Male,1,Yes,No,60,Yes,DSL,Two year,Yes,Bank transfer,82.53,4951.8,No
9408-7485,Female,0,Yes,No,13,No,No,Two year,No,Electronic check,73.59,956.67,No
6901-2366,Male,1,No,Yes,35,No,No,One year,Yes,Mailed check,86.66,3033.1,No
9920-1453,Female,0,No,Yes,30,No,Fiber optic,Month-to-month,Yes,Mailed check,105.15,3154.5,Yes
5058-1038,Male,1,Yes,No,61,No,No,Month-to-month,Yes,Mailed check,68.41,4173.01,No
4939-2628,Male,0,Yes,Yes,10,No,DSL,Month-to-month,No,Mailed check,23.05,230.5,No
3907-2303,Female,0,Yes,Yes,25,Yes,Fiber optic,Two year,Yes,Electronic check,48.53,1213.25,Yes
3997-6696,Male,1,Yes,Yes,32,Yes,No,Two year,No,Credit card,38.36,1227.52,No
2297-8584,Male,0,Yes,No,63,No,Fiber optic,Two year,Yes,Electronic check,88.52,5576.76,No
8880-2863,Female,0,Yes,Yes,38,No,No,Month-to-month,No,Mailed check,96.85,3680.3,No
8408-1176,Female,0,No,No,64,No,Fiber optic,Two year,Yes,Electronic check,65.59,4197.76,No
4311-5637,Male,1,Yes,Yes,5,No,DSL,Month-to-month,Yes,Electronic check,104.38,521.9,Yes
4517-3915,Male,0,Yes,Yes,15,No,No,Two year,Yes,Electronic check,56.72,850.8,No
1703-3687,Female,0,Yes,Yes,45,Yes,No,One year,No,Mailed check,55.37,2491.65,No
4524-3743,Male,0,Yes,Yes,56,No,No,One year,No,Mailed check,71.85,4023.6,No
8672-9798,Female,1,Yes,Yes,11,No,Fiber optic,Two year,Yes,Electronic check,98.71,1085.81,No
4831-1257,Female,0,Yes,Yes,41,Yes,Fiber optic,Month-to-month,No,Bank transfer,93.89,3849.49,Yes
6914-4233,Male,0,Yes,No,11,No,No,One year,Yes,Electronic check,47.73,525.03,No
3683-9974,Male,0,Yes,Yes,44,Yes,Fiber optic,One year,No,Electronic check,71.71,3155.24,No
1113-4722,Female,1,No,No,8,Yes,Fiber optic,Two year,No,Credit card,64.3,514.4,No
2379-9151,Male,1,No,No,38,Yes,Fiber optic,Two year,Yes,Bank transfer,52.11,1980.18,No
4870-3137,Male,1,Yes,No,57,Yes,No,Month-to-month,Yes,Electronic check,31.54,1797.78,No
9751-1508,Male,0,Yes,Yes,21,Yes,DSL,One year,Yes,Credit card,107.75,2262.75,No
5475-8776,Male,0,No,Yes,23,No,DSL,One year,No,Electronic check,26.48,609.04,No
4198-2467,Male,0,No,Yes,51,No,No,One year,No,Credit card,109.41,5579.91,No
2973-2023,Male,0,Yes,No,4,No,No,One year,Yes,Mailed check,73.16,292.64,No
6543-3117,Male,0,No,No,53,No,No,One year,No,Credit card,60.78,3221.34,Yes
8916-8646,Female,1,Yes,Yes,62,Yes,No,Month-to-month,Yes,Credit card,61.37,3804.94,Yes
3656-8215,Male,0,Yes,Yes,72,Yes,Fiber optic,Two year,No,Mailed check,49.92,3594.24,No
4862-6910,Female,0,No,Yes,20,Yes,No,One year,Yes,Bank transfer,71.37,1427.4,No
3677-5176,Female,0,No,Yes,25,Yes,No,Two year,No,Credit card,107.39,2684.75,No
4809-6228,Male,0,No,No,26,No,Fiber optic,One year,No,Bank transfer,33.26,864.76,No
5078-6463,Female,0,Yes,Yes,10,No,No,One year,No,Mailed check,97.33,973.3,Yes
1968-2911,Male,0,No,Yes,50,Yes,DSL,Month-to-month,No,Credit card,39.05,1952.5,Yes
7572-3807,Female,0,Yes,No,51,Yes,Fiber optic,Two year,No,Mailed check,115.28,5879.28,No
2920-6021,Female,0,Yes,Yes,47,No,DSL,One year,No,Bank transfer,55.65,2615.55,No
6446-8832,Male,0,No,Yes,11,Yes,DSL,One year,No,Bank transfer,107.16,1178.76,No
3015-7682,Female,0,Yes,No,23,No,Fiber optic,Month-to-month,Yes,Bank transfer,27.31,628.13,No
6295-4512,Female,1,Yes,No,50,No,DSL,Two year,No,Mailed check,44.81,2240.5,No
2233-9667,Female,0,Yes,No,31,Yes,DSL,One year,No,Electronic check,45.59,1413.29,No
2248-1421,Male,0,No,Yes,31,Yes,Fiber optic,One year,Yes,Bank transfer,51.78,1605.18,Yes
2163-5401,Male,0,No,No,39,Yes,No,One year,No,Mailed check,50.24,1959.36,No
6071-2678,Female,0,No,No,50,Yes,No,Month-to-month,No,Credit card,43.75,2187.5,Yes
1147-2677,Male,0,No,Yes,50,No,DSL,One year,Yes,Bank transfer,62.9,3145,No
4067-8874,Male,0,No,Yes,18,Yes,DSL,One year,Yes,Electronic check,109.16,1964.88,No
9978-5839,Male,1,Yes,Yes,15,Yes,DSL,Two year,No,Electronic check,45.9,688.5,No
2105-5684,Male,0,Yes,No,51,No,No,Two year,No,Bank transfer,36.06,1839.06,No
9736-7932,Male,0,No,Yes,33,No,DSL,Two year,No,Mailed check,102.53,3383.49,No
8156-4495,Male,0,No,Yes,67,No,No,Two year,No,Credit card,115.58,7743.86,No
8684-6109,Female,0,Yes,Yes,44,No,Fiber optic,One year,No,Mailed check,58.22,2561.68,No
6586-8104,Male,0,No,Yes,35,Yes,Fiber optic,Month-to-month,No,Mailed check,75.84,2654.4,No
7435-1280,Male,0,No,No,50,No,No,Month-to-month,No,Mailed check,55.01,2750.5,No
7220-6092,Female,0,Yes,Yes,12,Yes,DSL,Two year,No,Mailed check,58.16,697.92,No
4836-6269,Female,0,Yes,Yes,36,No,No,One year,Yes,Bank transfer,116.3,4186.8,No
6420-1623,Female,0,Yes,No,21,No,No,Month-to-month,No,Credit card,94.85,1991.85,No
6422-5758,Female,1,No,No,59,Yes,Fiber optic,One year,No,Mailed check,52.37,3089.83,Yes
8014-6369,Female,1,Yes,Yes,63,No,DSL,Month-to-month,No,Mailed check,80.87,5094.81,No
1964-5296,Male,0,No,No,33,Yes,DSL,Month-to-month,Yes,Bank transfer,46.38,1530.54,Yes
9902-6582,Male,0,Yes,Yes,37,Yes,Fiber optic,Two year,No,Credit card,107.12,3963.44,Yes
8116-3745,Male,0,No,No,32,No,DSL,Two year,No,Credit card,26.89,860.48,Yes
9637-9162,Male,0,Yes,No,19,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,106.74,2028.06,Yes
1672-5699,Female,0,No,Yes,67,Yes,No,One year,No,Mailed check,84.58,5666.86,No
5609-2422,Male,0,No,Yes,50,Yes,DSL,Month-to-month,Yes,Electronic check,69.45,3472.5,Yes
9852-1791,Female,0,No,No,7,Yes,No,Month-to-month,Yes,Electronic check,41.81,292.67,No
8453-4934,Male,0,Yes,Yes,54,No,No,Two year,No,Credit card,112.08,6052.32,No
9261-2815,Female,0,No,No,40,No,Fiber optic,One year,No,Electronic check,40.39,1615.6,No
4850-1807,Female,0,Yes,No,15,Yes,DSL,Month-to-month,No,Mailed check,76.27,1144.05,Yes
6510-1466,Male,0,Yes,Yes,11,Yes,Fiber optic,Two year,Yes,Bank transfer,115.43,1269.73,No
2738-6240,Female,0,Yes,No,33,Yes,Fiber optic,Month-to-month,No,Electronic check,57.78,1906.74,Yes
3225-8424,Male,0,No,No,56,Yes,DSL,One year,No,Mailed check,92.01,5152.56,No
1550-3583,Female,0,Yes,Yes,37,Yes,Fiber optic,Two year,No,Credit card,109.99,4069.63,No
2386-5917,Male,0,Yes,No,60,Yes,DSL,One year,Yes,Bank transfer,72.01,4320.6,No
3365-4903,Female,0,No,No,9,No,Fiber optic,One year,No,Bank transfer,62.39,561.51,No
9088-1152,Male,0,No,Yes,48,Yes,Fiber optic,Month-to-month,No,Credit card,72.76,3492.48,Yes
4743-7938,Male,1,No,No,6,Yes,No,One year,No,Credit card,112.01,672.06,No
1531-9114,Female,0,No,Yes,17,Yes,DSL,Two year,No,Electronic check,65.22,1108.74,No
3089-2438,Male,0,No,Yes,32,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,21.23,679.36,Yes
4296-3056,Female,0,No,No,42,Yes,Fiber optic,One year,No,Mailed check,90.32,3793.44,No
6326-6976,Female,1,No,Yes,46,Yes,Fiber optic,One year,Yes,Bank transfer,55.14,2536.44,No
5110-7673,Female,1,Yes,No,54,No,DSL,Two year,Yes,Credit card,111.55,6023.7,No
4078-4069,Male,0,No,No,16,No,DSL,Month-to-month,Yes,Mailed check,77.53,1240.48,Yes
3380-8039,Male,0,No,Yes,66,Yes,Fiber optic,One year,No,Electronic check,78.16,5158.56,Yes
4677-1957,Female,0,No,No,71,No,No,One year,No,Mailed check,28.36,2013.56,No
2287-7913,Female,0,No,Yes,34,Yes,Fiber optic,Two year,Yes,Mailed check,94.67,3218.78,No
2768-2482,Female,0,Yes,Yes,16,Yes,Fiber optic,One year,No,Electronic check,30.84,493.44,Yes
3847-4156,Female,0,No,Yes,68,No,No,One year,Yes,Credit card,20.43,1389.24,No
5740-3723,Male,1,Yes,No,54,No,DSL,Two year,No,Credit card,64.57,3486.78,No
3088-6055,Female,0,Yes,No,2,Yes,DSL,Two year,Yes,Credit card,39.92,79.84,Yes
9435-3478,Male,1,No,No,27,No,DSL,Two year,Yes,Bank transfer,102.23,2760.21,Yes
2049-2687,Male,0,Yes,No,43,No,DSL,Two year,Yes,Bank transfer,39.59,1702.37,No
5976-8866,Male,0,Yes,No,63,Yes,DSL,Two year,No,Credit card,57.72,3636.36,No
9050-1806,Male,0,Yes,Yes,54,No,No,Two year,No,Bank transfer,21,1134,No
5111-6618,Male,0,Yes,Yes,63,No,DSL,One year,Yes,Electronic check,84.69,5335.47,Yes
5088-1893,Male,1,No,No,58,Yes,No,Two year,No,Electronic check,99.7,5782.6,No
5785-9877,Female,1,No,Yes,59,Yes,DSL,Two year,No,Bank transfer,34.87,2057.33,No
8237-9137,Male,0,Yes,Yes,65,Yes,DSL,Two year,Yes,Bank transfer,31.84,2069.6,No
3728-3193,Female,0,Yes,Yes,52,Yes,Fiber optic,One year,No,Credit card,102.24,5316.48,Yes
5194-6240,Female,0,No,No,4,Yes,No,One year,No,Bank transfer,38.59,154.36,No
1556-2481,Female,1,No,No,10,Yes,No,Two year,No,Bank transfer,81.28,812.8,Yes
2917-5665,Female,0,No,No,66,Yes,DSL,Month-to-month,No,Mailed check,57.6,3801.6,Yes
9072-9763,Male,0,No,Yes,54,No,DSL,Two year,No,Mailed check,60.16,3248.64,No
7994-7488,Male,1,Yes,Yes,18,Yes,DSL,Two year,Yes,Electronic check,112.46,2024.28,Yes
4666-7149,Female,1,Yes,No,21,Yes,DSL,Two year,No,Mailed check,48.93,1027.53,No
9034-5702,Female,1,No,Yes,59,Yes,No,Two year,Yes,Bank transfer,59.75,3525.25,No
5116-1092,Male,1,No,No,5,No,Fiber optic,One year,No,Mailed check,78.9,394.5,Yes
4479-2548,Female,0,No,No,31,Yes,Fiber optic,Two year,No,Electronic check,25.7,796.7,Yes
6011-1231,Male,0,No,No,17,No,Fiber optic,One year,Yes,Electronic check,75.23,1278.91,No
1910-1572,Male,0,No,Yes,41,No,No,Month-to-month,Yes,Electronic check,26.89,1102.49,No
4800-1531,Female,0,No,No,51,No,No,Month-to-month,No,Credit card,47.74,2434.74,No
4295-1217,Female,0,Yes,Yes,68,No,No,One year,No,Electronic check,71.32,4849.76,Yes
1685-4216,Female,0,Yes,No,23,No,No,Month-to-month,Yes,Electronic check,114.71,2638.33,No
1595-4739,Female,0,Yes,No,22,No,DSL,Month-to-month,No,Credit card,80.9,1779.8,No
6245-2163,Male,0,No,No,60,No,Fiber optic,Month-to-month,No,Mailed check,102.47,6148.2,Yes
1349-9651,Male,0,Yes,Yes,61,Yes,No,One year,No,Bank transfer,85.57,5219.77,No
4970-9352,Male,0,No,Yes,21,Yes,No,Two year,No,Electronic check,37.68,791.28,No
2727-2272,Male,0,No,Yes,45,No,No,Month-to-month,No,Electronic check,41.8,1881,No
3208-1546,Female,1,Yes,No,57,No,Fiber optic,One year,No,Electronic check,78.11,4452.27,No
4427-7842,Male,0,Yes,No,41,No,Fiber optic,Month-to-month,No,Mailed check,43.35,1777.35,No
3866-7193,Male,1,No,No,68,No,DSL,Two year,Yes,Bank transfer,94.44,6421.92,No
2552-6065,Female,0,No,Yes,25,No,Fiber optic,Two year,No,Credit card,112.91,2822.75,No
9490-9713,Female,0,No,No,23,No,Fiber optic,Two year,No,Bank transfer,86.44,1988.12,No
8090-8804,Male,0,Yes,No,7,Yes,No,One year,Yes,Electronic check,100.26,701.82,Yes
1987-7778,Male,0,No,Yes,41,No,Fiber optic,One year,No,Credit card,117.33,4810.53,No
8017-1845,Male,0,Yes,Yes,29,No,Fiber optic,One year,Yes,Mailed check,94.42,2738.18,No
6891-3267,Male,0,No,No,26,Yes,DSL,Two year,Yes,Mailed check,49.46,1285.96,No
1123-4318,Female,0,No,Yes,44,Yes,Fiber optic,One year,No,Mailed check,59.44,2615.36,No
7190-8580,Male,0,Yes,No,12,No,DSL,Two year,No,Mailed check,90.1,1081.2,No
4037-7770,Female,1,No,Yes,28,No,DSL,Month-to-month,No,Bank transfer,66.02,1848.56,No
1015-7418,Male,0,Yes,Yes,23,No,DSL,Two year,Yes,Mailed check,33.67,774.41,No
3690-6214,Male,0,Yes,No,13,No,Fiber optic,One year,No,Bank transfer,26.31,342.03,No
9275-3468,Male,0,No,Yes,7,Yes,Fiber optic,One year,Yes,Electronic check,39.9,279.3,No
9253-8154,Female,1,Yes,No,39,Yes,Fiber optic,One year,No,Bank transfer,63.42,2473.38,No
5786-4445,Male,0,Yes,Yes,47,Yes,No,One year,Yes,Credit card,108.91,5118.77,No
5742-7472,Female,1,No,Yes,68,Yes,DSL,Month-to-month,Yes,Bank transfer,73.35,4987.8,Yes
3583-7457,Female,0,No,Yes,10,No,DSL,Month-to-month,Yes,Bank transfer,57.97,579.7,Yes
2479-8096,Male,0,Yes,Yes,52,No,No,Month-to-month,No,Credit card,47.57,2473.64,Yes
8070-3931,Male,0,Yes,Yes,30,Yes,DSL,Two year,Yes,Credit card,60.38,1811.4,No
7199-3494,Male,0,No,No,40,Yes,Fiber optic,Month-to-month,No,Credit card,80.3,3212,No
7792-1716,Male,0,Yes,Yes,1,No,No,One year,Yes,Electronic check,57.5,57.5,No
4264-9374,Male,0,No,Yes,38,No,No,Month-to-month,Yes,Credit card,45.66,1735.08,No
8710-4618,Male,1,Yes,No,36,Yes,DSL,One year,No,Credit card,73.48,2645.28,No
